	M	N	n	x	P-value	stat	Network
cerebellum	11042	297	6671	164	0.07101378635169431	0.8031050424586131	spike
cerebral cortex	11042	497	6671	272	0.008560309742176558	0.7832557170391207	spike
cervix	11042	160	6671	73	0.00016342579704209666	0.544804590732824	spike
colon	11042	271	6671	145	0.019930862270447474	0.7485625264509727	spike
duodenum	11042	679	6671	336	2.938131203804014e-09	0.6228564985583815	spike
endometrium 1	11042	195	6671	82	2.537712649502229e-07	0.46894462076107	spike
endometrium 2	11042	148	6671	56	3.5899753716809256e-08	0.39374281113411547	spike
epididymis	11042	470	6671	221	2.4703289764940046e-09	0.5672065004202858	spike
esophagus	11042	294	6671	181	0.7170189030829208	1.0508992732181572	spike
fallopian tube	11042	408	6671	173	8.956370728367761e-14	0.468574946137273	spike
gallbladder	11042	566	6671	304	0.0009243852890580752	0.7488133589584655	spike
heart muscle	11042	428	6671	241	0.07783748573112724	0.8386024733659899	spike
hippocampus	11042	460	6671	256	0.03616753130043671	0.8151483196552198	spike
kidney	11042	424	6671	214	2.508147651849697e-05	0.6566915197238877	spike
liver	11042	222	6671	116	0.012598528877706683	0.7120302807881065	spike
lung	11042	267	6671	158	0.7039860768544609	0.9485559579500139	spike
lymph node	11042	456	6671	319	1.620639384729125e-05	1.5520670539998898	spike
nasopharynx	11042	363	6671	170	1.360757263595658e-07	0.5660826991144448	spike
oral mucosa	11042	238	6671	136	0.3149554126850518	0.8710022953328233	spike
ovary	11042	134	6671	78	0.5952070213784928	0.9115999653311955	spike
pancreas	11042	198	6671	108	0.09193074888246319	0.7827517903397836	spike
parathyroid gland	11042	204	6671	95	6.404378767919545e-05	0.5648703096051251	spike
placenta	11042	412	6671	257	0.4120005065112376	1.0898659183037107	spike
prostate	11042	246	6671	136	0.09950793580020298	0.8061431453015233	spike
rectum	11042	489	6671	241	3.7910511752868433e-07	0.6231143079315707	spike
salivary gland	11042	285	6671	146	0.001703863794298857	0.6812447972656358	spike
seminal vesicle	11042	267	6671	148	0.09947238067178146	0.8107008555376772	spike
skeletal muscle	11042	403	6671	210	0.0006031218928792064	0.7036078567859929	spike
skin 1	11042	120	6671	69	0.5126173385619157	0.8852932266514604	spike
skin 2	11042	281	6671	159	0.19448110791516868	0.8503733334675958	spike
small intestine	11042	693	6671	335	3.8246429752855666e-11	0.5926738579933413	spike
smooth muscle	11042	286	6671	167	0.5005267526647404	0.9174496366812408	spike
soft tissue 1	11042	93	6671	63	0.16637638985777997	1.3795550847457627	spike
soft tissue 2	11042	112	6671	69	0.8463028997179485	1.0519433857252558	spike
spleen	11042	400	6671	262	0.03713683414513429	1.2539499481028717	spike
stomach 1	11042	632	6671	322	7.235832577921219e-07	0.6643880926130099	spike
stomach 2	11042	605	6671	314	1.2570111540107737e-05	0.6925395983646568	spike
testis	11042	867	6671	326	3.8276291721271435e-45	0.36373700164159123	spike
thyroid gland	11042	282	6671	150	0.013515834820574417	0.738697355397248	spike
tonsil	11042	435	6671	283	0.04538170430115712	1.229666850673961	spike
urinary bladder	11042	337	6671	197	0.4624548004709019	0.9196202391985524	spike
vagina	11042	234	6671	144	0.7360888624677329	1.049425463459476	spike
adrenal gland	11042	571	10894	559	0.12970257538376045	0.6129979035639413	string.v12
appendix	11042	348	10894	344	1.0	1.1738388625592417	string.v12
bone marrow	11042	646	10894	634	0.21821204397920108	0.7003248862897986	string.v12
breast	11042	77	10894	77	0.6286477438684471	inf	string.v12
bronchus	11042	478	10894	471	0.6868250474757298	0.9102260111566454	string.v12
caudate	11042	504	10894	496	0.551869168794681	0.834775918445855	string.v12
cerebellum	11042	297	10894	293	1.0	0.9950004716536176	string.v12
cerebral cortex	11042	497	10894	490	0.8408521317586393	0.9486735870818915	string.v12
cervix	11042	160	10894	159	0.7271658123003844	2.1772706101537027	string.v12
colon	11042	271	10894	268	1.0	1.2190225233703496	string.v12
duodenum	11042	679	10894	672	0.6046703831391451	1.324202700058697	string.v12
endometrium 1	11042	195	10894	192	0.7473165763967662	0.8671276396935153	string.v12
endometrium 2	11042	148	10894	145	0.45272446206907957	0.6519986355319874	string.v12
epididymis	11042	470	10894	465	0.8362224476301887	1.2751941701025986	string.v12
esophagus	11042	294	10894	290	0.7996300795879587	0.984534138061109	string.v12
fallopian tube	11042	408	10894	402	0.8242476859247311	0.9067861227601982	string.v12
gallbladder	11042	566	10894	562	0.2558706211260034	1.9581881533101044	string.v12
heart muscle	11042	428	10894	422	0.8295414425927966	0.9537178507766743	string.v12
hippocampus	11042	460	10894	453	0.6768019776307188	0.873931068452666	string.v12
kidney	11042	424	10894	419	1.0	1.144	string.v12
liver	11042	222	10894	222	0.12657220490440863	inf	string.v12
lung	11042	267	10894	263	0.7837604248829542	0.8906029536261876	string.v12
lymph node	11042	456	10894	447	0.2113707335792669	0.6608276698254683	string.v12
nasopharynx	11042	363	10894	357	0.49020722445471243	0.8018411312517795	string.v12
oral mucosa	11042	238	10894	235	1.0	1.0656096569409264	string.v12
ovary	11042	134	10894	132	0.7011703899830739	0.8953726073220591	string.v12
pancreas	11042	198	10894	194	0.34198816244076274	0.6527102803738318	string.v12
parathyroid gland	11042	204	10894	203	0.5300681924358835	2.7912262650827797	string.v12
placenta	11042	412	10894	407	1.0	1.1099647182225614	string.v12
prostate	11042	246	10894	245	0.2670074388551376	3.382007700253545	string.v12
rectum	11042	489	10894	484	0.6878125689300589	1.3297214217098943	string.v12
salivary gland	11042	285	10894	282	1.0	1.2843950245005653	string.v12
seminal vesicle	11042	267	10894	264	1.0	1.200376293508937	string.v12
skeletal muscle	11042	403	10894	397	0.6617892111168228	0.8950811342923375	string.v12
skin 1	11042	120	10894	119	1.0	1.6234802784222737	string.v12
skin 2	11042	281	10894	277	0.791388287569232	0.939248375247245	string.v12
small intestine	11042	693	10894	684	1.0	1.0346718903036238	string.v12
smooth muscle	11042	286	10894	281	0.43791318948287206	0.7572411193818901	string.v12
soft tissue 1	11042	93	10894	89	0.03616747048262585	0.2965293845441925	string.v12
soft tissue 2	11042	112	10894	110	0.6634617795714312	0.7446216617210683	string.v12
spleen	11042	400	10894	393	0.5005223564188822	0.7538465724352783	string.v12
stomach 1	11042	632	10894	624	1.0	1.0632911392405062	string.v12
stomach 2	11042	605	10894	595	0.46492066042895536	0.7972618700844742	string.v12
testis	11042	867	10894	852	0.2815061501449303	0.752280422226648	string.v12
thyroid gland	11042	282	10894	278	0.7919863322861447	0.9427279577995479	string.v12
tonsil	11042	435	10894	431	0.667131089348528	1.482939883398643	string.v12
urinary bladder	11042	337	10894	333	1.0	1.1351197803238329	string.v12
vagina	11042	234	10894	232	0.7728980572264375	1.5884449446632902	string.v12
adrenal gland	11042	571	10790	565	0.04268362129979578	2.265525672371638	tflink
appendix	11042	348	10790	345	0.09603328146487462	2.74150311153662	tflink
bone marrow	11042	646	10790	641	0.005943626523282805	3.120051236575032	tflink
breast	11042	77	10790	74	0.2569556243850421	0.5731616274729376	tflink
bronchus	11042	478	10790	473	0.08185548415870605	2.2648250460405155	tflink
caudate	11042	504	10790	499	0.04598945683740456	2.3953551647070257	tflink
cerebellum	11042	297	10790	293	0.42576062637998063	1.7305896922930362	tflink
cerebral cortex	11042	497	10790	492	0.062354927970158576	2.3601476014760148	tflink
cervix	11042	160	10790	154	0.18363889271686212	0.5936442271530651	tflink
colon	11042	271	10790	270	0.02261385423500193	6.442015209125476	tflink
duodenum	11042	679	10790	669	0.18271638769211868	1.599624543029345	tflink
endometrium 1	11042	195	10790	191	1.0	1.1172752146428908	tflink
endometrium 2	11042	148	10790	147	0.2673335350688964	3.4667856807291177	tflink
epididymis	11042	470	10790	460	1.0	1.0776379477250726	tflink
esophagus	11042	294	10790	289	0.6903666863303273	1.3595467098371583	tflink
fallopian tube	11042	408	10790	404	0.08801045522308268	2.4117080685538226	tflink
gallbladder	11042	566	10790	562	0.005631582084858727	3.4067266327727808	tflink
heart muscle	11042	428	10790	423	0.1359311696001164	2.0156457991704446	tflink
hippocampus	11042	460	10790	455	0.07983797166436832	2.1748427672955977	tflink
kidney	11042	424	10790	419	0.13569805740727423	1.9958152540738598	tflink
liver	11042	222	10790	217	1.0	1.013884422585832	tflink
lung	11042	267	10790	266	0.033951512459727676	6.344165716457621	tflink
lymph node	11042	456	10790	451	0.10604648412025529	2.154889254279911	tflink
nasopharynx	11042	363	10790	358	0.2863659892524763	1.6952837423312883	tflink
oral mucosa	11042	238	10790	232	0.6641811158365756	0.9009282060996401	tflink
ovary	11042	134	10790	133	0.37714670265811445	3.132495073660505	tflink
pancreas	11042	198	10790	192	0.46426165176788703	0.7427816569163993	tflink
parathyroid gland	11042	204	10790	202	0.3367087475711035	2.3847752172270495	tflink
placenta	11042	412	10790	403	1.0	1.0475594493116396	tflink
prostate	11042	246	10790	244	0.1325688658745562	2.8920917883557746	tflink
rectum	11042	489	10790	484	0.06111029195818045	2.3199689501261402	tflink
salivary gland	11042	285	10790	281	0.4208133280435593	1.6578171091445428	tflink
seminal vesicle	11042	267	10790	265	0.09652334519167013	3.147268408551069	tflink
skeletal muscle	11042	403	10790	401	0.009536025671792823	4.824814707864087	tflink
skin 1	11042	120	10790	116	0.3551031540141746	0.6737867715945287	tflink
skin 2	11042	281	10790	280	0.023200175860253195	6.686964795432921	tflink
small intestine	11042	693	10790	681	0.35954513602378124	1.3473142744089426	tflink
smooth muscle	11042	286	10790	283	0.22380876351600143	2.2355572475492527	tflink
soft tissue 1	11042	93	10790	90	0.47268226833965366	0.6981308411214954	tflink
soft tissue 2	11042	112	10790	111	0.5236934888459729	2.608952149077629	tflink
spleen	11042	400	10790	391	1.0	1.0151937686315993	tflink
stomach 1	11042	632	10790	626	0.01860193656326379	2.5251869342778432	tflink
stomach 2	11042	605	10790	597	0.12196463000697833	1.786373001079172	tflink
testis	11042	867	10790	798	4.789864963761112e-21	0.21181292860375256	tflink
thyroid gland	11042	282	10790	274	0.5399184536086046	0.7946937999239254	tflink
tonsil	11042	435	10790	430	0.1371854747885769	2.0503861003861004	tflink
urinary bladder	11042	337	10790	331	0.7097127116014093	1.2975427861172195	tflink
vagina	11042	234	10790	231	0.5008854537671825	1.8157969504687943	tflink
adrenal gland	11042	571	2735	77	1.280237791485869e-11	0.4581699734663974	wan
appendix	11042	348	2735	30	7.669694343738161e-15	0.27862448993826944	wan
bone marrow	11042	646	2735	78	2.2217850604545805e-16	0.39998118178396685	wan
breast	11042	77	2735	8	0.0021324880268251117	0.35024951770539375	wan
bronchus	11042	478	2735	51	2.9159372434482778e-15	0.350659821232248	wan
caudate	11042	504	2735	49	2.457721041343962e-18	0.3148175725986597	wan
cerebellum	11042	297	2735	32	1.2671828246292513e-09	0.35927097075925424	wan
cerebral cortex	11042	497	2735	49	9.852233953523426e-18	0.32002163998510796	wan
cervix	11042	160	2735	16	2.980784224639458e-06	0.33357852151526296	wan
colon	11042	271	2735	22	1.2044337838069493e-12	0.2624223395609715	wan
duodenum	11042	679	2735	85	5.207907490553114e-16	0.41649514008004573	wan
endometrium 1	11042	195	2735	9	5.6152007284888045e-14	0.14414952784417676	wan
endometrium 2	11042	148	2735	3	1.2062151869302878e-14	0.06181148078961983	wan
epididymis	11042	470	2735	63	7.249817195951171e-10	0.4576534890906148	wan
esophagus	11042	294	2735	49	0.0009701274546750892	0.6002978406552495	wan
fallopian tube	11042	408	2735	38	7.249666457223921e-16	0.3022437342793294	wan
gallbladder	11042	566	2735	87	3.266302855088371e-08	0.5369286466644381	wan
heart muscle	11042	428	2735	63	3.1750179549638447e-07	0.5130280534820769	wan
hippocampus	11042	460	2735	48	3.315779354537691e-15	0.34231701720979474	wan
kidney	11042	424	2735	42	3.9719651776831485e-15	0.32355554345860804	wan
liver	11042	222	2735	36	0.002161335173810051	0.5823662288302717	wan
lung	11042	267	2735	19	4.374378801126383e-14	0.22732819848923938	wan
lymph node	11042	456	2735	56	1.9223028799941396e-11	0.41320642030608434	wan
nasopharynx	11042	363	2735	38	3.774691468851477e-12	0.3460437523173897	wan
oral mucosa	11042	238	2735	40	0.0037979600586584275	0.6078596727947377	wan
ovary	11042	134	2735	16	0.0002648949445768704	0.4083754620654403	wan
pancreas	11042	198	2735	28	0.0003241881638535063	0.49509115799995657	wan
parathyroid gland	11042	204	2735	20	6.879129569160594e-08	0.3252061814396669	wan
placenta	11042	412	2735	60	3.553842904386759e-07	0.5069031435853866	wan
prostate	11042	246	2735	36	0.00012710929893928848	0.5142857142857142	wan
rectum	11042	489	2735	56	7.577711409704588e-14	0.38012184409232014	wan
salivary gland	11042	285	2735	29	3.765236613200354e-10	0.3370389296932742	wan
seminal vesicle	11042	267	2735	45	0.001978645016742121	0.6092384205767105	wan
skeletal muscle	11042	403	2735	57	1.393446347280359e-07	0.48972898418714683	wan
skin 1	11042	120	2735	12	6.705425541214267e-05	0.3345574733749541	wan
skin 2	11042	281	2735	34	1.1778134253584928e-07	0.41076404450593346	wan
small intestine	11042	693	2735	78	5.669023738872124e-20	0.3671700156971461	wan
smooth muscle	11042	286	2735	40	7.836033093318983e-06	0.48635684872618673	wan
soft tissue 1	11042	93	2735	14	0.029508029137040676	0.535878935052731	wan
soft tissue 2	11042	112	2735	8	2.354078904427616e-06	0.23138980564723138	wan
spleen	11042	400	2735	30	1.0158084803363137e-19	0.23790777838836988	wan
stomach 1	11042	632	2735	92	1.5634310247645122e-10	0.5006684323369908	wan
stomach 2	11042	605	2735	78	1.6103691260454542e-13	0.4333831581608568	wan
testis	11042	867	2735	63	9.86211860550061e-44	0.22003055456251674	wan
thyroid gland	11042	282	2735	44	0.00019992676884022262	0.5543470453956387	wan
tonsil	11042	435	2735	40	4.2763242641566216e-17	0.29729691646509004	wan
urinary bladder	11042	337	2735	58	0.0008392976057387042	0.6234229457625893	wan
vagina	11042	234	2735	38	0.0016716827226747758	0.5830703805437637	wan
adrenal gland	11042	571	3726	109	2.1911682552090505e-15	0.4470747205057407	youn
appendix	11042	348	3726	52	1.1271959250740888e-15	0.3356677308773117	youn
bone marrow	11042	646	3726	129	2.5909373525304646e-15	0.47163255001347026	youn
breast	11042	77	3726	16	0.015330040181783924	0.5129247492377712	youn
bronchus	11042	478	3726	91	4.652008562185703e-13	0.448225513508134	youn
caudate	11042	504	3726	83	9.342268893664068e-19	0.37313938878648606	youn
cerebellum	11042	297	3726	61	5.39655207407913e-07	0.49931787175989084	youn
cerebral cortex	11042	497	3726	77	1.251100824131826e-20	0.3464693523339728	youn
cervix	11042	160	3726	35	0.0012956639646322125	0.5455107017068546	youn
colon	11042	271	3726	40	1.5056215607151105e-12	0.3328377175365781	youn
duodenum	11042	679	3726	119	3.1293851926625704e-22	0.3980177432769615	youn
endometrium 1	11042	195	3726	29	2.445723469183021e-09	0.3378675643879277	youn
endometrium 2	11042	148	3726	19	6.962602980469394e-09	0.285554461180712	youn
epididymis	11042	470	3726	90	9.667755191430631e-13	0.4517978113600834	youn
esophagus	11042	294	3726	84	0.060669340409841524	0.7804503020318506	youn
fallopian tube	11042	408	3726	66	7.752222508932745e-16	0.36772121560732435	youn
gallbladder	11042	566	3726	117	2.86616842294278e-12	0.49581502813123096	youn
heart muscle	11042	428	3726	93	3.67914824041477e-08	0.5334459001442006	youn
hippocampus	11042	460	3726	83	2.3989109913173548e-14	0.41934788639380344	youn
kidney	11042	424	3726	67	3.1707895637895446e-17	0.3569365434066494	youn
liver	11042	222	3726	20	5.017181197177019e-18	0.19005840141488514	youn
lung	11042	267	3726	28	6.995895811780613e-19	0.22420351609260689	youn
lymph node	11042	456	3726	76	1.0716374499009288e-16	0.38005479452054797	youn
nasopharynx	11042	363	3726	67	5.840647439488977e-11	0.43426796569731796	youn
oral mucosa	11042	238	3726	70	0.1658043185033443	0.8146425966447848	youn
ovary	11042	134	3726	23	2.0197469630167274e-05	0.40316714229757705	youn
pancreas	11042	198	3726	33	7.833006043814798e-08	0.38727321960465744	youn
parathyroid gland	11042	204	3726	39	4.273264938651161e-06	0.4584313435411889	youn
placenta	11042	412	3726	92	3.023427841233311e-07	0.5534810126582278	youn
prostate	11042	246	3726	51	8.102760024305902e-06	0.5067796964939822	youn
rectum	11042	489	3726	107	4.927428403332114e-09	0.5366803186787591	youn
salivary gland	11042	285	3726	51	2.4344804273535383e-09	0.42000348857491715	youn
seminal vesicle	11042	267	3726	63	0.0003022127177863579	0.599604952546129	youn
skeletal muscle	11042	403	3726	88	1.2365503911028077e-07	0.5376126774697418	youn
skin 1	11042	120	3726	23	0.0006128687699025896	0.4622526733687648	youn
skin 2	11042	281	3726	61	9.344856492491118e-06	0.5368423663648766	youn
small intestine	11042	693	3726	113	3.1939366861278896e-26	0.3632323887876156	youn
smooth muscle	11042	286	3726	69	0.00037953674986447735	0.6172506738544474	youn
soft tissue 1	11042	93	3726	16	0.000559676804414785	0.4054468442608604	youn
soft tissue 2	11042	112	3726	21	0.000576832045999291	0.45001557147306137	youn
spleen	11042	400	3726	46	3.363988996861135e-25	0.24583333333333332	youn
stomach 1	11042	632	3726	119	1.528517195177086e-17	0.4375059109128827	youn
stomach 2	11042	605	3726	120	1.2332811796997136e-14	0.4687033638094585	youn
testis	11042	867	3726	109	1.8821586615639607e-49	0.2607235110074604	youn
thyroid gland	11042	282	3726	57	5.375967788222883e-07	0.48961206504951393	youn
tonsil	11042	435	3726	66	6.963759998516851e-19	0.33949531298591673	youn
